Sentence ID,Sentences
file-katl_e_bayan-1507111042__89.23,भवानीनन्दन - बूढ़ी व्यवस्था का असर वर्तमान में पढ़े लिखों के दिल में इतनी गहराई तक जगह बनाये हुए है कि तनिक भी कोर - कसर अपनी जातीय श्रेष्ठता के रौंदने में ऊंची - ऊंची शैक्षणिक योग्यताओं को अभिमान में वे नहीं छोड़ रहे । 
file-katl_e_bayan-1507111042__91.0,मैं इस साहब से कैडर चेंज करने के आशय से अनुरोध किया तो वे एक झटके में बोले तुम्हारे जैसे लोगों के लिये प्रशासन में जगह नहीं है । 
file-katl_e_bayan-1507111042__91.1,मैं इस साहब से कैडर चेंज करने के आशय से अनुरोध किया तो वे एक झटके में बोले तुम्हारे जैसे लोगों के लिये जगह प्रशासन में नहीं है । 
file-katl_e_bayan-1507111042__91.2,मैं इस साहब से कैडर चेंज करने के आशय से अनुरोध किया तो वे एक झटके में बोले तुम्हारे जैसे प्रशासन में लोगों के लिये जगह नहीं है । 
file-katl_e_bayan-1507111042__91.3,मैं इस साहब से कैडर चेंज करने के आशय से अनुरोध किया तो वे एक झटके में बोले तुम्हारे जैसे प्रशासन में जगह लोगों के लिये नहीं है । 
file-katl_e_bayan-1507111042__91.4,मैं इस साहब से कैडर चेंज करने के आशय से अनुरोध किया तो वे एक झटके में बोले तुम्हारे जैसे जगह लोगों के लिये प्रशासन में नहीं है । 
file-katl_e_bayan-1507111042__91.5,मैं इस साहब से कैडर चेंज करने के आशय से अनुरोध किया तो वे एक झटके में बोले तुम्हारे जैसे जगह प्रशासन में लोगों के लिये नहीं है । 
file-katl_e_bayan-1507111042__92.0,दानवीर - सच जातिवाद का नर पिशाच तुम्हारे लिये तो काफी घातक सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.1,दानवीर - सच जातिवाद का नर पिशाच तुम्हारे लिये तो सिद्ध काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.2,दानवीर - सच जातिवाद का नर पिशाच काफी घातक तुम्हारे लिये तो सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.3,दानवीर - सच जातिवाद का नर पिशाच काफी घातक सिद्ध तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.4,दानवीर - सच जातिवाद का नर पिशाच सिद्ध तुम्हारे लिये तो काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.5,दानवीर - सच जातिवाद का नर पिशाच सिद्ध काफी घातक तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.6,दानवीर - सच जातिवाद का तुम्हारे लिये तो नर पिशाच काफी घातक सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.7,दानवीर - सच जातिवाद का तुम्हारे लिये तो नर पिशाच सिद्ध काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.8,दानवीर - सच जातिवाद का तुम्हारे लिये तो काफी घातक नर पिशाच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.9,दानवीर - सच जातिवाद का तुम्हारे लिये तो काफी घातक सिद्ध नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.10,दानवीर - सच जातिवाद का तुम्हारे लिये तो सिद्ध नर पिशाच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.11,दानवीर - सच जातिवाद का तुम्हारे लिये तो सिद्ध काफी घातक नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.12,दानवीर - सच जातिवाद का काफी घातक नर पिशाच तुम्हारे लिये तो सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.13,दानवीर - सच जातिवाद का काफी घातक नर पिशाच सिद्ध तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.14,दानवीर - सच जातिवाद का काफी घातक तुम्हारे लिये तो नर पिशाच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.15,दानवीर - सच जातिवाद का काफी घातक तुम्हारे लिये तो सिद्ध नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.16,दानवीर - सच जातिवाद का काफी घातक सिद्ध नर पिशाच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.17,दानवीर - सच जातिवाद का काफी घातक सिद्ध तुम्हारे लिये तो नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.18,दानवीर - सच जातिवाद का सिद्ध नर पिशाच तुम्हारे लिये तो काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.19,दानवीर - सच जातिवाद का सिद्ध नर पिशाच काफी घातक तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.20,दानवीर - सच जातिवाद का सिद्ध तुम्हारे लिये तो नर पिशाच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.21,दानवीर - सच जातिवाद का सिद्ध तुम्हारे लिये तो काफी घातक नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.22,दानवीर - सच जातिवाद का सिद्ध काफी घातक नर पिशाच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.23,दानवीर - सच जातिवाद का सिद्ध काफी घातक तुम्हारे लिये तो नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.24,दानवीर - नर पिशाच जातिवाद का सच तुम्हारे लिये तो काफी घातक सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.25,दानवीर - नर पिशाच जातिवाद का सच तुम्हारे लिये तो सिद्ध काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.26,दानवीर - नर पिशाच जातिवाद का सच काफी घातक तुम्हारे लिये तो सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.27,दानवीर - नर पिशाच जातिवाद का सच काफी घातक सिद्ध तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.28,दानवीर - नर पिशाच जातिवाद का सच सिद्ध तुम्हारे लिये तो काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.29,दानवीर - नर पिशाच जातिवाद का सच सिद्ध काफी घातक तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.30,दानवीर - नर पिशाच जातिवाद का तुम्हारे लिये तो सच काफी घातक सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.31,दानवीर - नर पिशाच जातिवाद का तुम्हारे लिये तो सच सिद्ध काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.32,दानवीर - नर पिशाच जातिवाद का तुम्हारे लिये तो काफी घातक सच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.33,दानवीर - नर पिशाच जातिवाद का तुम्हारे लिये तो काफी घातक सिद्ध सच हो रहा है । 
file-katl_e_bayan-1507111042__92.34,दानवीर - नर पिशाच जातिवाद का तुम्हारे लिये तो सिद्ध सच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.35,दानवीर - नर पिशाच जातिवाद का तुम्हारे लिये तो सिद्ध काफी घातक सच हो रहा है । 
file-katl_e_bayan-1507111042__92.36,दानवीर - नर पिशाच जातिवाद का काफी घातक सच तुम्हारे लिये तो सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.37,दानवीर - नर पिशाच जातिवाद का काफी घातक सच सिद्ध तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.38,दानवीर - नर पिशाच जातिवाद का काफी घातक तुम्हारे लिये तो सच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.39,दानवीर - नर पिशाच जातिवाद का काफी घातक तुम्हारे लिये तो सिद्ध सच हो रहा है । 
file-katl_e_bayan-1507111042__92.40,दानवीर - नर पिशाच जातिवाद का काफी घातक सिद्ध सच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.41,दानवीर - नर पिशाच जातिवाद का काफी घातक सिद्ध तुम्हारे लिये तो सच हो रहा है । 
file-katl_e_bayan-1507111042__92.42,दानवीर - नर पिशाच जातिवाद का सिद्ध सच तुम्हारे लिये तो काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.43,दानवीर - नर पिशाच जातिवाद का सिद्ध सच काफी घातक तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.44,दानवीर - नर पिशाच जातिवाद का सिद्ध तुम्हारे लिये तो सच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.45,दानवीर - नर पिशाच जातिवाद का सिद्ध तुम्हारे लिये तो काफी घातक सच हो रहा है । 
file-katl_e_bayan-1507111042__92.46,दानवीर - नर पिशाच जातिवाद का सिद्ध काफी घातक सच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.47,दानवीर - नर पिशाच जातिवाद का सिद्ध काफी घातक तुम्हारे लिये तो सच हो रहा है । 
file-katl_e_bayan-1507111042__92.48,दानवीर - तुम्हारे लिये तो जातिवाद का सच नर पिशाच काफी घातक सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.49,दानवीर - तुम्हारे लिये तो जातिवाद का सच नर पिशाच सिद्ध काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.50,दानवीर - तुम्हारे लिये तो जातिवाद का सच काफी घातक नर पिशाच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.51,दानवीर - तुम्हारे लिये तो जातिवाद का सच काफी घातक सिद्ध नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.52,दानवीर - तुम्हारे लिये तो जातिवाद का सच सिद्ध नर पिशाच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.53,दानवीर - तुम्हारे लिये तो जातिवाद का सच सिद्ध काफी घातक नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.54,दानवीर - तुम्हारे लिये तो जातिवाद का नर पिशाच सच काफी घातक सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.55,दानवीर - तुम्हारे लिये तो जातिवाद का नर पिशाच सच सिद्ध काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.56,दानवीर - तुम्हारे लिये तो जातिवाद का नर पिशाच काफी घातक सच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.57,दानवीर - तुम्हारे लिये तो जातिवाद का नर पिशाच काफी घातक सिद्ध सच हो रहा है । 
file-katl_e_bayan-1507111042__92.58,दानवीर - तुम्हारे लिये तो जातिवाद का नर पिशाच सिद्ध सच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.59,दानवीर - तुम्हारे लिये तो जातिवाद का नर पिशाच सिद्ध काफी घातक सच हो रहा है । 
file-katl_e_bayan-1507111042__92.60,दानवीर - तुम्हारे लिये तो जातिवाद का काफी घातक सच नर पिशाच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.61,दानवीर - तुम्हारे लिये तो जातिवाद का काफी घातक सच सिद्ध नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.62,दानवीर - तुम्हारे लिये तो जातिवाद का काफी घातक नर पिशाच सच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.63,दानवीर - तुम्हारे लिये तो जातिवाद का काफी घातक नर पिशाच सिद्ध सच हो रहा है । 
file-katl_e_bayan-1507111042__92.64,दानवीर - तुम्हारे लिये तो जातिवाद का काफी घातक सिद्ध सच नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.65,दानवीर - तुम्हारे लिये तो जातिवाद का काफी घातक सिद्ध नर पिशाच सच हो रहा है । 
file-katl_e_bayan-1507111042__92.66,दानवीर - तुम्हारे लिये तो जातिवाद का सिद्ध सच नर पिशाच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.67,दानवीर - तुम्हारे लिये तो जातिवाद का सिद्ध सच काफी घातक नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.68,दानवीर - तुम्हारे लिये तो जातिवाद का सिद्ध नर पिशाच सच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.69,दानवीर - तुम्हारे लिये तो जातिवाद का सिद्ध नर पिशाच काफी घातक सच हो रहा है । 
file-katl_e_bayan-1507111042__92.70,दानवीर - तुम्हारे लिये तो जातिवाद का सिद्ध काफी घातक सच नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.71,दानवीर - तुम्हारे लिये तो जातिवाद का सिद्ध काफी घातक नर पिशाच सच हो रहा है । 
file-katl_e_bayan-1507111042__92.72,दानवीर - काफी घातक जातिवाद का सच नर पिशाच तुम्हारे लिये तो सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.73,दानवीर - काफी घातक जातिवाद का सच नर पिशाच सिद्ध तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.74,दानवीर - काफी घातक जातिवाद का सच तुम्हारे लिये तो नर पिशाच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.75,दानवीर - काफी घातक जातिवाद का सच तुम्हारे लिये तो सिद्ध नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.76,दानवीर - काफी घातक जातिवाद का सच सिद्ध नर पिशाच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.77,दानवीर - काफी घातक जातिवाद का सच सिद्ध तुम्हारे लिये तो नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.78,दानवीर - काफी घातक जातिवाद का नर पिशाच सच तुम्हारे लिये तो सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.79,दानवीर - काफी घातक जातिवाद का नर पिशाच सच सिद्ध तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.80,दानवीर - काफी घातक जातिवाद का नर पिशाच तुम्हारे लिये तो सच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.81,दानवीर - काफी घातक जातिवाद का नर पिशाच तुम्हारे लिये तो सिद्ध सच हो रहा है । 
file-katl_e_bayan-1507111042__92.82,दानवीर - काफी घातक जातिवाद का नर पिशाच सिद्ध सच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.83,दानवीर - काफी घातक जातिवाद का नर पिशाच सिद्ध तुम्हारे लिये तो सच हो रहा है । 
file-katl_e_bayan-1507111042__92.84,दानवीर - काफी घातक जातिवाद का तुम्हारे लिये तो सच नर पिशाच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.85,दानवीर - काफी घातक जातिवाद का तुम्हारे लिये तो सच सिद्ध नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.86,दानवीर - काफी घातक जातिवाद का तुम्हारे लिये तो नर पिशाच सच सिद्ध हो रहा है । 
file-katl_e_bayan-1507111042__92.87,दानवीर - काफी घातक जातिवाद का तुम्हारे लिये तो नर पिशाच सिद्ध सच हो रहा है । 
file-katl_e_bayan-1507111042__92.88,दानवीर - काफी घातक जातिवाद का तुम्हारे लिये तो सिद्ध सच नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.89,दानवीर - काफी घातक जातिवाद का तुम्हारे लिये तो सिद्ध नर पिशाच सच हो रहा है । 
file-katl_e_bayan-1507111042__92.90,दानवीर - काफी घातक जातिवाद का सिद्ध सच नर पिशाच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.91,दानवीर - काफी घातक जातिवाद का सिद्ध सच तुम्हारे लिये तो नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.92,दानवीर - काफी घातक जातिवाद का सिद्ध नर पिशाच सच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.93,दानवीर - काफी घातक जातिवाद का सिद्ध नर पिशाच तुम्हारे लिये तो सच हो रहा है । 
file-katl_e_bayan-1507111042__92.94,दानवीर - काफी घातक जातिवाद का सिद्ध तुम्हारे लिये तो सच नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.95,दानवीर - काफी घातक जातिवाद का सिद्ध तुम्हारे लिये तो नर पिशाच सच हो रहा है । 
file-katl_e_bayan-1507111042__92.96,दानवीर - सिद्ध जातिवाद का सच नर पिशाच तुम्हारे लिये तो काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.97,दानवीर - सिद्ध जातिवाद का सच नर पिशाच काफी घातक तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.98,दानवीर - सिद्ध जातिवाद का सच तुम्हारे लिये तो नर पिशाच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.99,दानवीर - सिद्ध जातिवाद का सच तुम्हारे लिये तो काफी घातक नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.100,दानवीर - सिद्ध जातिवाद का सच काफी घातक नर पिशाच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.101,दानवीर - सिद्ध जातिवाद का सच काफी घातक तुम्हारे लिये तो नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.102,दानवीर - सिद्ध जातिवाद का नर पिशाच सच तुम्हारे लिये तो काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.103,दानवीर - सिद्ध जातिवाद का नर पिशाच सच काफी घातक तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.104,दानवीर - सिद्ध जातिवाद का नर पिशाच तुम्हारे लिये तो सच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.105,दानवीर - सिद्ध जातिवाद का नर पिशाच तुम्हारे लिये तो काफी घातक सच हो रहा है । 
file-katl_e_bayan-1507111042__92.106,दानवीर - सिद्ध जातिवाद का नर पिशाच काफी घातक सच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.107,दानवीर - सिद्ध जातिवाद का नर पिशाच काफी घातक तुम्हारे लिये तो सच हो रहा है । 
file-katl_e_bayan-1507111042__92.108,दानवीर - सिद्ध जातिवाद का तुम्हारे लिये तो सच नर पिशाच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.109,दानवीर - सिद्ध जातिवाद का तुम्हारे लिये तो सच काफी घातक नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.110,दानवीर - सिद्ध जातिवाद का तुम्हारे लिये तो नर पिशाच सच काफी घातक हो रहा है । 
file-katl_e_bayan-1507111042__92.111,दानवीर - सिद्ध जातिवाद का तुम्हारे लिये तो नर पिशाच काफी घातक सच हो रहा है । 
file-katl_e_bayan-1507111042__92.112,दानवीर - सिद्ध जातिवाद का तुम्हारे लिये तो काफी घातक सच नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.113,दानवीर - सिद्ध जातिवाद का तुम्हारे लिये तो काफी घातक नर पिशाच सच हो रहा है । 
file-katl_e_bayan-1507111042__92.114,दानवीर - सिद्ध जातिवाद का काफी घातक सच नर पिशाच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.115,दानवीर - सिद्ध जातिवाद का काफी घातक सच तुम्हारे लिये तो नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.116,दानवीर - सिद्ध जातिवाद का काफी घातक नर पिशाच सच तुम्हारे लिये तो हो रहा है । 
file-katl_e_bayan-1507111042__92.117,दानवीर - सिद्ध जातिवाद का काफी घातक नर पिशाच तुम्हारे लिये तो सच हो रहा है । 
file-katl_e_bayan-1507111042__92.118,दानवीर - सिद्ध जातिवाद का काफी घातक तुम्हारे लिये तो सच नर पिशाच हो रहा है । 
file-katl_e_bayan-1507111042__92.119,दानवीर - सिद्ध जातिवाद का काफी घातक तुम्हारे लिये तो नर पिशाच सच हो रहा है । 
file-katl_e_bayan-1507111042__94.0,मुझे तो नहीं लगता है कि इस शैतान के आगे मैं सामन्तवादी डण्डे से हांके जा रहे विभाग में तरक्की कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.1,मुझे तो नहीं लगता है कि इस शैतान के आगे मैं सामन्तवादी डण्डे से हांके जा रहे तरक्की विभाग में कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.2,मुझे तो नहीं लगता है कि इस शैतान के आगे विभाग में सामन्तवादी डण्डे से हांके जा रहे मैं तरक्की कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.3,मुझे तो नहीं लगता है कि इस शैतान के आगे विभाग में सामन्तवादी डण्डे से हांके जा रहे तरक्की मैं कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.4,मुझे तो नहीं लगता है कि इस शैतान के आगे तरक्की सामन्तवादी डण्डे से हांके जा रहे मैं विभाग में कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.5,मुझे तो नहीं लगता है कि इस शैतान के आगे तरक्की सामन्तवादी डण्डे से हांके जा रहे विभाग में मैं कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.6,मुझे तो नहीं लगता है कि मैं इस शैतान के आगे सामन्तवादी डण्डे से हांके जा रहे विभाग में तरक्की कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.7,मुझे तो नहीं लगता है कि मैं इस शैतान के आगे सामन्तवादी डण्डे से हांके जा रहे तरक्की विभाग में कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.8,मुझे तो नहीं लगता है कि मैं विभाग में सामन्तवादी डण्डे से हांके जा रहे इस शैतान के आगे तरक्की कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.9,मुझे तो नहीं लगता है कि मैं विभाग में सामन्तवादी डण्डे से हांके जा रहे तरक्की इस शैतान के आगे कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.10,मुझे तो नहीं लगता है कि मैं तरक्की सामन्तवादी डण्डे से हांके जा रहे इस शैतान के आगे विभाग में कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.11,मुझे तो नहीं लगता है कि मैं तरक्की सामन्तवादी डण्डे से हांके जा रहे विभाग में इस शैतान के आगे कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.12,मुझे तो नहीं लगता है कि विभाग में इस शैतान के आगे सामन्तवादी डण्डे से हांके जा रहे मैं तरक्की कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.13,मुझे तो नहीं लगता है कि विभाग में इस शैतान के आगे सामन्तवादी डण्डे से हांके जा रहे तरक्की मैं कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.14,मुझे तो नहीं लगता है कि विभाग में मैं सामन्तवादी डण्डे से हांके जा रहे इस शैतान के आगे तरक्की कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.15,मुझे तो नहीं लगता है कि विभाग में मैं सामन्तवादी डण्डे से हांके जा रहे तरक्की इस शैतान के आगे कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.16,मुझे तो नहीं लगता है कि विभाग में तरक्की सामन्तवादी डण्डे से हांके जा रहे इस शैतान के आगे मैं कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.17,मुझे तो नहीं लगता है कि विभाग में तरक्की सामन्तवादी डण्डे से हांके जा रहे मैं इस शैतान के आगे कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.18,मुझे तो नहीं लगता है कि तरक्की इस शैतान के आगे सामन्तवादी डण्डे से हांके जा रहे मैं विभाग में कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.19,मुझे तो नहीं लगता है कि तरक्की इस शैतान के आगे सामन्तवादी डण्डे से हांके जा रहे विभाग में मैं कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.20,मुझे तो नहीं लगता है कि तरक्की मैं सामन्तवादी डण्डे से हांके जा रहे इस शैतान के आगे विभाग में कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.21,मुझे तो नहीं लगता है कि तरक्की मैं सामन्तवादी डण्डे से हांके जा रहे विभाग में इस शैतान के आगे कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.22,मुझे तो नहीं लगता है कि तरक्की विभाग में सामन्तवादी डण्डे से हांके जा रहे इस शैतान के आगे मैं कर पाऊंगा । 
file-katl_e_bayan-1507111042__94.23,मुझे तो नहीं लगता है कि तरक्की विभाग में सामन्तवादी डण्डे से हांके जा रहे मैं इस शैतान के आगे कर पाऊंगा । 
file-katl_e_bayan-1507111042__95.0,मेरा तो भविष्य तबाह हो गया है । 
file-katl_e_bayan-1507111042__95.1,मेरा तो तबाह भविष्य हो गया है । 
file-katl_e_bayan-1507111042__97.0,रोटी के लिये नौकरी तो करना है । 
file-katl_e_bayan-1507111042__97.1,नौकरी तो रोटी के लिये करना है । 
file-katl_e_bayan-1507111042__98.0,भविष्य दाव पर लगा दिया हूं दानवीर बाबू । 
file-katl_e_bayan-1507111042__98.1,दाव पर भविष्य लगा दिया हूं दानवीर बाबू । 
file-katl_e_bayan-1507111042__99.0,दानवीर - चिन्ता से कुछ नहीं होगा । 
file-katl_e_bayan-1507111042__99.1,दानवीर - कुछ चिन्ता से नहीं होगा । 
file-katl_e_bayan-1507111042__101.0,सामन्तवाद और जातिवाद के पोषक तुम्हारी योग्यता का लोहा जरूर मानेंगे । 
file-katl_e_bayan-1507111042__101.1,सामन्तवाद और जातिवाद के पोषक तुम्हारी योग्यता का जरूर लोहा मानेंगे । 
file-katl_e_bayan-1507111042__101.2,सामन्तवाद और जातिवाद के लोहा तुम्हारी योग्यता का पोषक जरूर मानेंगे । 
file-katl_e_bayan-1507111042__101.3,सामन्तवाद और जातिवाद के लोहा तुम्हारी योग्यता का जरूर पोषक मानेंगे । 
file-katl_e_bayan-1507111042__101.4,सामन्तवाद और जातिवाद के जरूर तुम्हारी योग्यता का पोषक लोहा मानेंगे । 
file-katl_e_bayan-1507111042__101.5,सामन्तवाद और जातिवाद के जरूर तुम्हारी योग्यता का लोहा पोषक मानेंगे । 
file-katl_e_bayan-1507111042__102.0,विभाग में तुम्हारी तरक्की छीनी जा रही है तो अपनी योग्यता को सृजनात्मक कामों में झोको । 
file-katl_e_bayan-1507111042__102.1,विभाग में तुम्हारी तरक्की छीनी जा रही है तो अपनी सृजनात्मक कामों में योग्यता को झोको । 
file-katl_e_bayan-1507111042__102.2,विभाग में तुम्हारी तरक्की योग्यता को तो अपनी छीनी जा रही है सृजनात्मक कामों में झोको । 
file-katl_e_bayan-1507111042__102.3,विभाग में तुम्हारी तरक्की योग्यता को तो अपनी सृजनात्मक कामों में छीनी जा रही है झोको । 
file-katl_e_bayan-1507111042__102.4,विभाग में तुम्हारी तरक्की सृजनात्मक कामों में तो अपनी छीनी जा रही है योग्यता को झोको । 
file-katl_e_bayan-1507111042__102.5,विभाग में तुम्हारी तरक्की सृजनात्मक कामों में तो अपनी योग्यता को छीनी जा रही है झोको । 
file-katl_e_bayan-1507111042__103.0,इससे तुम्हें प्रसिद्धि जरूर मिलेगी । 
file-katl_e_bayan-1507111042__103.1,इससे तुम्हें जरूर प्रसिद्धि मिलेगी । 
file-katl_e_bayan-1507111042__103.2,इससे प्रसिद्धि तुम्हें जरूर मिलेगी । 
file-katl_e_bayan-1507111042__103.3,इससे प्रसिद्धि जरूर तुम्हें मिलेगी । 
file-katl_e_bayan-1507111042__103.4,इससे जरूर तुम्हें प्रसिद्धि मिलेगी । 
file-katl_e_bayan-1507111042__103.5,इससे जरूर प्रसिद्धि तुम्हें मिलेगी । 
file-katl_e_bayan-1507111042__103.6,तुम्हें इससे प्रसिद्धि जरूर मिलेगी । 
file-katl_e_bayan-1507111042__103.7,तुम्हें इससे जरूर प्रसिद्धि मिलेगी । 
file-katl_e_bayan-1507111042__103.8,तुम्हें प्रसिद्धि इससे जरूर मिलेगी । 
file-katl_e_bayan-1507111042__103.9,तुम्हें प्रसिद्धि जरूर इससे मिलेगी । 
file-katl_e_bayan-1507111042__103.10,तुम्हें जरूर इससे प्रसिद्धि मिलेगी । 
file-katl_e_bayan-1507111042__103.11,तुम्हें जरूर प्रसिद्धि इससे मिलेगी । 
file-katl_e_bayan-1507111042__103.12,प्रसिद्धि इससे तुम्हें जरूर मिलेगी । 
file-katl_e_bayan-1507111042__103.13,प्रसिद्धि इससे जरूर तुम्हें मिलेगी । 
